IDENTIFICATION,BIRTHDAY,NAME,DIPLOMDATE,DIPLOMTYPE,DIPLOMMENTION,DIPLOMPERCENTAGE,DIPLOMSECTION,DIPLOMOPTION,DIPLOMPLACE,SCHOOL,SCHOOLPROVINCE,SCHOOLCODE,SCHOOLSTATUS,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
9602,1111-11-11,H,,DIPLÔME D'ETAT,,53,Technique,Mécanique,,ITIG,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,52.70000076293945,SATISFACTION,Faculté de Droit,Tronc commun,G2
9602,1111-11-11,H,,DIPLÔME D'ETAT,,53,Technique,Mécanique,,ITIG,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,47.29999923706055,AJOURNE,Faculté de Droit,Droit Privé et Judiciaire,G3
9603,1994-05-24,F,,DIPLÔME D'ETAT,,59,Technique,Sociale,,Lycée Sainte ursule,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,63.900001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G2
9605,1992-01-01,H,,DIPLÔME D'ETAT,,52,Technique,Commerciale Administrative,,CS ESPOIR,SUD-KIVU,,privé,2013-2014,,ASSIMILE AUX AJOURNES,58.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9605,1992-01-01,H,,DIPLÔME D'ETAT,,52,Technique,Commerciale Administrative,,CS ESPOIR,SUD-KIVU,,privé,2014-2015,,AJOURNE,58.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9605,1992-01-01,H,,DIPLÔME D'ETAT,,52,Technique,Commerciale Administrative,,CS ESPOIR,SUD-KIVU,,privé,2015-2016,50.0,AJOURNE,54.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Industrielle,L1
9606,1991-08-28,H,,DIPLÔME D'ETAT,,53,Technique,Commerciale Administrative,,Lwanzururu,NORD-KIVU,,inconnu,2013-2014,47.900001525878906,AJOURNE,55.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9606,1991-08-28,H,,DIPLÔME D'ETAT,,53,Technique,Commerciale Administrative,,Lwanzururu,NORD-KIVU,,inconnu,2014-2015,53.5,AJOURNE,60.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9606,1991-08-28,H,,DIPLÔME D'ETAT,,53,Technique,Commerciale Administrative,,Lwanzururu,NORD-KIVU,,inconnu,2015-2016,54.70000076293945,AJOURNE,58.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion Financière,L1
9607,1989-06-15,H,,DIPLÔME D'ETAT,,53,Pédagogique,Pédagogie Générale,,Kyeshero,NORD-KIVU,,inconnu,2013-2014,52.5,AJOURNE,56.900001525878906,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,L1
9607,1989-06-15,H,,DIPLÔME D'ETAT,,53,Pédagogique,Pédagogie Générale,,Kyeshero,NORD-KIVU,,inconnu,2014-2015,,ADMIS AU MEMOIRE,64.0,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,L2
9608,1992-09-09,F,,DIPLÔME D'ETAT,,60,Technique,Commerciale Administrative,,Mont Goma,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,61.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G2
9608,1992-09-09,F,,DIPLÔME D'ETAT,,60,Technique,Commerciale Administrative,,Mont Goma,NORD-KIVU,,inconnu,2014-2015,,ADMIS AU TFC,61.79999923706055,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G3
9609,1993-08-03,H,,DIPLÔME D'ETAT,,54,Littéraire,Latin philo,,Mont Goma,NORD-KIVU,,inconnu,2013-2014,50.20000076293945,AJOURNE,55.70000076293945,SATISFACTION,Faculté de Droit,Tronc commun,G1
9609,1993-08-03,H,,DIPLÔME D'ETAT,,54,Littéraire,Latin philo,,Mont Goma,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,52.099998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G2
9609,1993-08-03,H,,DIPLÔME D'ETAT,,54,Littéraire,Latin philo,,Mont Goma,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,64.5,SATISFACTION,Faculté de Droit,Droit Public,G3
9611,1994-01-15,F,,DIPLÔME D'ETAT,,50,Pédagogique,Pédagogie Générale,,EISTEIN UJUZI,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,62.400001525878906,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
9611,1994-01-15,F,,DIPLÔME D'ETAT,,50,Pédagogique,Pédagogie Générale,,EISTEIN UJUZI,NORD-KIVU,,inconnu,2014-2015,56.70000076293945,AJOURNE,61.099998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G2
9611,1994-01-15,F,,DIPLÔME D'ETAT,,50,Pédagogique,Pédagogie Générale,,EISTEIN UJUZI,NORD-KIVU,,inconnu,2015-2016,,ADMIS AU TFC,63.400001525878906,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G3
9612,1991-01-25,H,,DIPLÔME D'ETAT,,0,a,a,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G1
9613,1984-02-01,H,,DIPLÔME D'ETAT,,51,Pédagogique,Pédagogie Générale,,Kanyamwera,SUD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,57.5,SATISFACTION,Faculté de Droit,Droit Public,L2
9614,1990-11-16,H,,DIPLÔME D'ETAT,,51,Littéraire,Latin Philo,,Mwanga,MANIEMA,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.900001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G1
9614,1990-11-16,H,,DIPLÔME D'ETAT,,51,Littéraire,Latin Philo,,Mwanga,MANIEMA,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,59.0,SATISFACTION,Faculté de Droit,Tronc commun,G2
9614,1990-11-16,H,,DIPLÔME D'ETAT,,51,Littéraire,Latin Philo,,Mwanga,MANIEMA,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,65.5999984741211,SATISFACTION,Faculté de Droit,Droit Économique et Social,G3
9615,1988-09-06,F,,DIPLÔME D'ETAT,,51,Pédagogique,Pédagogie Générale,,Chemchem,MANIEMA,,inconnu,2013-2014,48.599998474121094,AJOURNE,58.29999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
9615,1988-09-06,F,,DIPLÔME D'ETAT,,51,Pédagogique,Pédagogie Générale,,Chemchem,MANIEMA,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,58.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G2
9615,1988-09-06,F,,DIPLÔME D'ETAT,,51,Pédagogique,Pédagogie Générale,,Chemchem,MANIEMA,,inconnu,2015-2016,58.0,AJOURNE,60.599998474121094,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,G3
9617,1991-02-21,H,,DIPLÔME D'ETAT,,52,Scientifique,Mathématique physique,,WAPOLE,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,56.20000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
9617,1991-02-21,H,,DIPLÔME D'ETAT,,52,Scientifique,Mathématique physique,,WAPOLE,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G1
9618,1995-07-11,F,,DIPLÔME D'ETAT,,52,Technique,Commerciale et Administrative,,Zanner,NORD-KIVU,,inconnu,2013-2014,45.20000076293945,AJOURNE,53.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9618,1995-07-11,F,,DIPLÔME D'ETAT,,52,Technique,Commerciale et Administrative,,Zanner,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,56.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9619,1993-02-24,F,,DIPLÔME D'ETAT,,0,A,aa,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,49.099998474121094,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9619,1993-02-24,F,,DIPLÔME D'ETAT,,0,A,aa,,,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,56.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9620,1111-11-11,H,,DIPLÔME D'ETAT,,0,A,AA,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,63.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9621,1995-09-11,F,,DIPLÔME D'ETAT,,60,Technique,Sociale,,Lycée Sainte Ursule,NORD-KIVU,,inconnu,2013-2014,46.599998474121094,AJOURNE,54.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9621,1995-09-11,F,,DIPLÔME D'ETAT,,60,Technique,Sociale,,Lycée Sainte Ursule,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,58.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9621,1995-09-11,F,,DIPLÔME D'ETAT,,60,Technique,Sociale,,Lycée Sainte Ursule,NORD-KIVU,,inconnu,2015-2016,,AJOURNE,60.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9622,1994-03-20,F,,DIPLÔME D'ETAT,,59,Pédagogique,Pédagogie Générale,,Tuadibishe,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,54.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9622,1994-03-20,F,,DIPLÔME D'ETAT,,59,Pédagogique,Pédagogie Générale,,Tuadibishe,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,55.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9623,1994-06-05,F,,DIPLÔME D'ETAT,,0,A,aa,,,NORD-KIVU,,inconnu,2013-2014,48.70000076293945,AJOURNE,59.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9623,1994-06-05,F,,DIPLÔME D'ETAT,,0,A,aa,,,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,58.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9623,1994-06-05,F,,DIPLÔME D'ETAT,,0,A,aa,,,NORD-KIVU,,inconnu,2015-2016,55.900001525878906,AJOURNE,61.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9627,1993-02-25,H,,DIPLÔME D'ETAT,,50,Scientifique,MATH PHYSIQUE,,Faraja,NORD-KIVU,,inconnu,2013-2014,53.900001525878906,AJOURNE,58.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9627,1993-02-25,H,,DIPLÔME D'ETAT,,50,Scientifique,MATH PHYSIQUE,,Faraja,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9627,1993-02-25,H,,DIPLÔME D'ETAT,,50,Scientifique,MATH PHYSIQUE,,Faraja,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,59.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9628,1994-06-23,F,,DIPLÔME D'ETAT,,50,Technique,Commerciale Administrative,,Himbi,NORD-KIVU,,inconnu,2013-2014,50.0,AJOURNE,55.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9628,1994-06-23,F,,DIPLÔME D'ETAT,,50,Technique,Commerciale Administrative,,Himbi,NORD-KIVU,,inconnu,2014-2015,47.400001525878906,AJOURNE,57.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9628,1994-06-23,F,,DIPLÔME D'ETAT,,50,Technique,Commerciale Administrative,,Himbi,NORD-KIVU,,inconnu,2015-2016,,ADMIS AU STAGE,61.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9629,1992-05-13,H,,DIPLÔME D'ETAT,,54,Pédagogique,Pédagogie Générale,,ICL,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9630,1992-05-04,F,,DIPLÔME D'ETAT,,50,Technique,Commerciale informatique,,Lukanga,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,50.70000076293945,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9631,1111-11-11,F,,DIPLÔME D'ETAT,,0,A,AA,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,44.0,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9632,1990-07-17,H,,DIPLÔME D'ETAT,,0,A,A1,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9633,1992-10-22,F,,DIPLÔME D'ETAT,,57,Technique,Sociale,,Lycée Sainte Ursule,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,53.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9633,1992-10-22,F,,DIPLÔME D'ETAT,,57,Technique,Sociale,,Lycée Sainte Ursule,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,55.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9633,1992-10-22,F,,DIPLÔME D'ETAT,,57,Technique,Sociale,,Lycée Sainte Ursule,NORD-KIVU,,inconnu,2015-2016,,AJOURNE,59.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9634,1993-08-01,F,,DIPLÔME D'ETAT,,57,Pédagogique,Pédagogie Générale,,Isidore Bakanja,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,54.29999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
9634,1993-08-01,F,,DIPLÔME D'ETAT,,57,Pédagogique,Pédagogie Générale,,Isidore Bakanja,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,55.70000076293945,SATISFACTION,Faculté de Droit,Tronc commun,G2
9634,1993-08-01,F,,DIPLÔME D'ETAT,,57,Pédagogique,Pédagogie Générale,,Isidore Bakanja,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,59.29999923706055,SATISFACTION,Faculté de Droit,Droit Économique et Social,G3
9635,1997-02-12,H,,DIPLÔME D'ETAT,,57,Pédagogique,Pédagogie Générale,,Isidore Bakanja,NORD-KIVU,,inconnu,2013-2014,51.400001525878906,AJOURNE,56.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9635,1997-02-12,H,,DIPLÔME D'ETAT,,57,Pédagogique,Pédagogie Générale,,Isidore Bakanja,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,59.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9635,1997-02-12,H,,DIPLÔME D'ETAT,,57,Pédagogique,Pédagogie Générale,,Isidore Bakanja,NORD-KIVU,,inconnu,2015-2016,,ADMIS AU TFC,58.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9636,1993-02-12,F,,DIPLÔME D'ETAT,,52,Pédagogique,Pédagogie Générale,,La fraternité,NORD-KIVU,,inconnu,2013-2014,42.900001525878906,AJOURNE,55.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9636,1993-02-12,F,,DIPLÔME D'ETAT,,52,Pédagogique,Pédagogie Générale,,La fraternité,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,49.20000076293945,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9637,1993-01-23,H,,DIPLÔME D'ETAT,,64,Technique,Sociale,,Notre dame aux larmes,SUD-KIVU,,inconnu,2013-2014,52.400001525878906,AJOURNE,60.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9638,1993-12-09,H,,DIPLÔME D'ETAT,,51,Technique,Commerciale Administrative,,Maendeleo,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9638,1993-12-09,H,,DIPLÔME D'ETAT,,51,Technique,Commerciale Administrative,,Maendeleo,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,58.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9639,1993-03-06,F,,DIPLÔME D'ETAT,,52,Scientifique,Biologie chimie,,Malika wa mbingu,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,50.70000076293945,AJOURNE,Faculté de Santé et Développement Communautaires,Tronc commun,G2
9641,1986-09-23,F,,DIPLÔME D'ETAT,,51,Pédagogique,Pédagogie Générale,,Vihya,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,55.5,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L1
9641,1986-09-23,F,,DIPLÔME D'ETAT,,51,Pédagogique,Pédagogie Générale,,Vihya,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,61.400001525878906,SATISFACTION,Faculté de Droit,Droit Privé et Judiciaire,L2
9642,1111-11-11,H,,DIPLÔME D'ETAT,,0,a,a,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9643,1111-11-11,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9644,1996-03-19,F,,DIPLÔME D'ETAT,,65,Littéraire,Latin Philo,,Manga,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Droit,Tronc commun,G1
9645,1992-09-08,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ADMIS AU STAGE ET AU TFC,58.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9645,1992-09-08,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L1
9645,1992-09-08,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,59.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Économie Monétaire,L1
9647,1989-12-25,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,61.400001525878906,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Psychologie / Psychologie clinique,G2
9647,1989-12-25,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,64.5999984741211,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Psychologie / Psychologie clinique,G3
9647,1989-12-25,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,59.0,SATISFACTION,Faculté de Psychologie et des Sciences de l'Éducation,Psychologie / Psychologie clinique,L1
9648,1993-03-24,H,,DIPLÔME D'ETAT,,64,Technique,Commerciale Administrative,,Himbi,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9649,1111-11-11,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté de Psychologie et des Sciences de l'Éducation,Sciences de l'Éducation,G2
9650,1994-11-23,F,,DIPLÔME D'ETAT,,57,Technique,Commerciale Infomratique,,Collège Bonsomi,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,55.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9650,1994-11-23,F,,DIPLÔME D'ETAT,,57,Technique,Commerciale Infomratique,,Collège Bonsomi,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,55.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9650,1994-11-23,F,,DIPLÔME D'ETAT,,57,Technique,Commerciale Infomratique,,Collège Bonsomi,NORD-KIVU,,inconnu,2015-2016,55.900001525878906,AJOURNE,59.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9651,1991-02-07,H,,DIPLÔME D'ETAT,,53,Technique,Commerciale et administrative,,NZAMIBOKO,BANDUNDU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,44.70000076293945,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9651,1991-02-07,H,,DIPLÔME D'ETAT,,53,Technique,Commerciale et administrative,,NZAMIBOKO,BANDUNDU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,58.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9651,1991-02-07,H,,DIPLÔME D'ETAT,,53,Technique,Commerciale et administrative,,NZAMIBOKO,BANDUNDU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,51.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9653,1993-07-06,F,,DIPLÔME D'ETAT,,59,Technique,Sociale,,CT Beni,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,54.400001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G2
9653,1993-07-06,F,,DIPLÔME D'ETAT,,59,Technique,Sociale,,CT Beni,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Droit,Droit Privé et Judiciaire,G3
9653,1993-07-06,F,,DIPLÔME D'ETAT,,59,Technique,Sociale,,CT Beni,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Droit,Droit Privé et Judiciaire,G3
9654,1992-04-11,H,,DIPLÔME D'ETAT,,56,Technique,Commerciale Administrative,,Saint Joseph,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,59.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9654,1992-04-11,H,,DIPLÔME D'ETAT,,56,Technique,Commerciale Administrative,,Saint Joseph,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9655,1111-11-11,H,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9656,1111-11-11,F,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9657,1991-11-24,H,,DIPLÔME D'ETAT,,52,Scientifique,Biologie chimie,,Bungulu,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,53.70000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
9657,1991-11-24,H,,DIPLÔME D'ETAT,,52,Scientifique,Biologie chimie,,Bungulu,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9658,1994-10-02,H,,DIPLÔME D'ETAT,,67,Littéraire,Latin Philo,,Mwanga,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,63.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9659,1993-03-15,H,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,57.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G2
9659,1993-03-15,H,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,57.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G3
9659,1993-03-15,H,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2015-2016,,ASSIMILE AUX AJOURNES,57.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Gestion des Entreprises,L1
9661,1111-11-11,H,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,53.70000076293945,SATISFACTION,Faculté de Droit,Tronc commun,G1
9661,1111-11-11,H,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,51.900001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G2
9661,1111-11-11,H,,DIPLÔME D'ETAT,,0,A,A,,,NORD-KIVU,,inconnu,2015-2016,,AJOURNE,59.70000076293945,SATISFACTION,Faculté de Droit,Droit Public,G3
9662,1993-06-06,H,,DIPLÔME D'ETAT,,52,Littéraire,Latin Philo,,Mont Goma,NORD-KIVU,,inconnu,2013-2014,,ASSIMILE AUX AJOURNES,55.79999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
9662,1993-06-06,H,,DIPLÔME D'ETAT,,52,Littéraire,Latin Philo,,Mont Goma,NORD-KIVU,,inconnu,2014-2015,,ASSIMILE AUX AJOURNES,53.900001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G2
9662,1993-06-06,H,,DIPLÔME D'ETAT,,52,Littéraire,Latin Philo,,Mont Goma,NORD-KIVU,,inconnu,2015-2016,,AJOURNE,61.29999923706055,SATISFACTION,Faculté de Droit,Droit Public,G3
9663,1992-02-22,F,,DIPLÔME D'ETAT,,77,Littéraire,Latin Philo,,Lycée Sacre coeur,KINSHASA,,inconnu,2013-2014,47.900001525878906,AJOURNE,57.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
