,IDENTIFICATION,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,BIRTHDAY,GENDER,DIPLOMPERCENTAGE,AGE
2264,4748,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,1987-07-03,F,51.0,30
2265,4848,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1989-09-25,H,59.0,27
2266,5123,catholique,bakandja,pedagogie,FPSE,NORD-KIVU,1987-04-23,F,51.0,30
2267,5704,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-03-01,H,66.0,27
2268,5756,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1992-08-11,H,61.0,24
2269,6136,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-11-11,H,57.0,26
2270,6183,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1993-07-01,H,67.0,24
2271,6272,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-09-17,H,60.0,26
2272,6293,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,1990-04-09,F,54.0,27
2273,6424,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1989-12-13,F,56.0,27
2274,6438,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,1989-09-08,F,50.0,27
2275,6575,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1992-02-12,F,62.0,25
2276,6578,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1990-09-09,H,57.0,26
2277,6586,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,1992-12-18,F,50.0,24
2278,6734,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1991-10-02,F,57.0,25
2279,6735,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1993-08-24,F,55.0,23
2280,7122,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1993-05-13,F,60.0,24
2281,7145,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1993-04-04,F,60.0,24
2282,7157,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1992-11-14,H,55.0,24
2283,7214,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1992-08-14,H,62.0,24
2284,7263,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1991-09-04,H,64.0,25
2285,7285,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1992-07-05,H,64.0,25
2286,7289,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-10-04,H,61.0,26
2287,7298,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1991-01-30,F,52.0,26
2288,7325,catholique,bakandja,pedagogie,FPSE,NORD-KIVU,1986-11-19,H,57.0,30
2289,7407,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1992-02-15,F,66.0,25
2290,7499,catholique,bakandja,pedagogie,FPSE,NORD-KIVU,1992-09-15,H,53.0,24
2291,7522,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1990-07-03,H,55.0,27
2292,7614,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1994-10-05,H,70.0,22
2293,7651,catholique,bakandja,commmerciale et adm,FSTA,NORD-KIVU,1992-05-31,H,57.0,25
2294,8130,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1992-11-20,H,50.0,24
2295,8148,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1992-07-10,F,57.0,24
2296,8279,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-05-30,H,56.0,27
2297,8314,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1995-11-02,H,77.0,21
2298,8348,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1991-11-11,H,54.0,25
2299,8387,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-01-30,F,51.0,27
2300,8391,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1992-06-06,H,64.0,25
2301,8421,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1990-11-11,H,52.0,26
2302,8470,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1993-06-12,H,68.0,24
2303,8539,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1994-06-15,F,65.0,23
2304,8907,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1995-04-28,H,58.0,22
2305,8930,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1992-10-05,H,57.0,24
2306,8940,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1995-06-14,H,54.0,22
2307,8946,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1994-09-20,H,60.0,22
2308,9068,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1995-04-28,F,52.0,22
2309,9069,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,1993-06-10,F,53.0,24
2310,9070,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1995-05-25,H,52.0,22
2311,9108,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1994-02-17,H,72.0,23
2312,9129,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1996-07-15,H,62.0,20
2313,9156,catholique,bakandja,pedagogie,FD,NORD-KIVU,1994-11-24,H,60.0,22
2314,9251,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1996-10-02,H,65.0,20
2315,9253,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1994-07-10,H,60.0,22
2316,9254,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1992-04-18,F,54.0,25
2317,9323,catholique,bakandja,commmerciale et adm,FSTA,NORD-KIVU,1992-10-03,H,54.0,24
2318,9387,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1994-05-11,H,57.0,23
2319,9395,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1992-04-07,F,54.0,25
2320,9414,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1993-05-07,H,53.0,24
2321,9430,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1986-12-20,F,58.0,30
2322,9485,catholique,bakandja,pedagogie,FPSE,NORD-KIVU,1993-03-07,F,57.0,24
2323,9508,catholique,bakandja,pedagogie,FD,NORD-KIVU,1991-07-13,H,58.0,25
2324,9514,catholique,bakandja,sociale,FSTA,NORD-KIVU,1995-05-05,H,63.0,22
2325,9550,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1994-04-10,F,61.0,23
2326,9551,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1992-06-21,H,55.0,25
2327,9581,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1989-11-20,H,55.0,27
2328,9634,catholique,bakandja,pedagogie,FD,NORD-KIVU,1993-08-01,F,57.0,23
2329,9635,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1997-02-12,H,57.0,20
2330,9784,catholique,bakandja,pedagogie,FD,NORD-KIVU,1993-08-06,F,57.0,23
2331,9817,catholique,bakandja,pedagogie,FD,NORD-KIVU,1994-12-08,H,60.0,22
2332,9826,catholique,bakandja,pedagogie,FPSE,NORD-KIVU,1996-01-20,H,61.0,21
2333,9885,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1993-11-25,F,55.0,23
2334,9915,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1996-06-25,F,64.0,21
2335,9987,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1996-06-19,H,67.0,21
2336,10022,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1997-09-13,H,59.0,19
2337,10105,catholique,bakandja,commmerciale et adm,FSTA,NORD-KIVU,1994-04-08,F,52.0,23
2338,10121,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1996-05-20,H,68.0,21
2339,10128,catholique,bakandja,pedagogie,FM,NORD-KIVU,1994-12-25,F,58.0,22
2340,10140,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1996-08-05,F,61.0,20
2341,10141,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1994-01-11,F,62.0,23
2342,10144,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,1996-06-13,F,65.0,21
2343,10161,catholique,bakandja,pedagogie,FM,NORD-KIVU,1993-12-03,F,58.0,23
2344,10174,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1997-04-27,F,72.0,20
2345,10242,catholique,bakandja,commmerciale et adm,FSTA,NORD-KIVU,1997-04-25,H,52.0,20
2346,10248,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1994-04-22,H,51.0,23
2347,10252,catholique,bakandja,commmerciale et adm,FD,NORD-KIVU,1996-06-06,F,54.0,21
2348,10325,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1996-06-16,H,63.0,21
2349,10327,catholique,bakandja,commmerciale et adm,FD,NORD-KIVU,1997-09-11,F,66.0,19
2350,10378,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1994-12-23,F,58.0,22
2351,10383,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1996-10-12,F,61.0,20
2352,10435,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1995-05-13,F,56.0,22
2353,10444,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1989-01-18,H,52.0,28
2354,10497,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1996-07-04,H,73.0,21
2355,10508,catholique,bakandja,pedagogie,FD,NORD-KIVU,1993-01-07,H,53.0,24
2356,10512,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1995-10-10,F,59.0,21
2357,10598,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1996-04-13,F,58.0,21
2358,10809,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1994-07-14,H,66.0,22
2359,10827,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,1994-06-28,F,59.0,23
2360,10873,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1994-09-09,F,67.0,22
2361,10904,catholique,bakandja,pedagogie,FSTA,NORD-KIVU,1993-01-03,H,56.0,24
2362,10912,catholique,bakandja,pedagogie,FPSE,NORD-KIVU,1996-08-17,F,68.0,20
2363,11313,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1997-03-26,F,58.0,20
2364,11322,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1997-10-10,H,56.0,19
2365,11344,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1997-01-04,F,61.0,20
2366,11353,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1997-07-28,H,66.0,19
2367,11363,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1996-03-05,H,57.0,21
2368,11388,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1997-03-29,F,57.0,20
2369,11478,catholique,bakandja,pedagogie,FM,NORD-KIVU,1998-04-27,H,71.0,19
2370,11493,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1995-10-05,H,55.0,21
2371,11501,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1996-04-05,F,50.0,21
2372,11518,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1997-10-14,H,73.0,19
2373,11606,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1996-07-04,F,55.0,21
2374,11607,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1998-02-08,H,69.0,19
2375,11608,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1996-08-18,F,50.0,20
2376,11650,catholique,bakandja,pedagogie,FM,NORD-KIVU,1996-03-06,F,62.0,21
2377,11657,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,1995-02-16,F,52.0,22
2378,11684,catholique,bakandja,bio-chimie,FM,NORD-KIVU,1994-03-31,H,52.0,23
2379,11731,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1996-02-25,F,59.0,21
2380,11745,catholique,bakandja,bio-chimie,FPSE,NORD-KIVU,1995-09-10,F,55.0,21
2381,11845,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1997-12-09,F,58.0,19
2382,11991,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1996-11-26,H,59.0,20
2383,12010,catholique,bakandja,pedagogie,FSDC,NORD-KIVU,1996-05-09,F,65.0,21
2384,12080,catholique,bakandja,pedagogie,FPSE,NORD-KIVU,1994-05-20,F,56.0,23
2385,12110,catholique,bakandja,pedagogie,FM,NORD-KIVU,1998-03-17,F,65.0,19
2386,12133,publique,bakandja,pedagogie,FSTA,NORD-KIVU,1996-11-11,H,59.0,20
2387,12201,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1994-03-12,F,62.0,23
2388,12250,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1997-07-06,H,72.0,20
2389,3821,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,1990-07-27,F,53.0,26
2390,4126,protestant,kimbilio,coupe couture,FSDC,NORD-KIVU,1988-05-09,F,52.0,29
2391,4261,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,1991-09-19,F,60.0,25
2392,4319,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,1989-07-12,F,53.0,27
2393,4426,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1992-04-07,F,55.0,25
2394,4430,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1990-05-12,F,51.0,27
2395,6144,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1990-02-16,F,53.0,27
2396,6316,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,1992-06-04,F,53.0,25
2397,6321,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,1991-05-10,F,52.0,26
2398,6322,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1990-02-20,F,50.0,27
2399,6323,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1992-09-24,F,58.0,24
2400,6921,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,1991-12-09,F,53.0,25
2401,7052,protestant,kimbilio,pedagogie,FSEG,NORD-KIVU,1988-05-21,F,54.0,29
2402,7118,protestant,kimbilio,pedagogie,FSEG,NORD-KIVU,1988-04-21,F,60.0,29
2403,7127,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1993-12-24,F,55.0,23
2404,7182,protestant,kimbilio,pedagogie,FSEG,NORD-KIVU,1992-09-28,F,69.0,24
2405,8310,protestant,kimbilio,pedagogie,FPSE,NORD-KIVU,1992-11-01,F,63.0,24
2406,8545,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,1994-12-29,F,51.0,22
2407,8744,protestant,kimbilio,coupe couture,FD,NORD-KIVU,1991-12-22,F,52.0,25
2408,8959,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,1994-07-16,F,55.0,22
2409,8996,protestant,kimbilio,pedagogie,FD,NORD-KIVU,1991-12-09,F,51.0,25
2410,8997,protestant,kimbilio,coupe couture,FPSE,NORD-KIVU,1994-06-30,F,56.0,23
2411,9184,protestant,kimbilio,pedagogie,FD,NORD-KIVU,1994-12-28,F,50.0,22
2412,9186,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,1994-03-25,F,53.0,23
2413,9257,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,1994-02-05,F,52.0,23
2414,9537,protestant,kimbilio,coupe couture,FSDC,NORD-KIVU,1990-10-22,F,51.0,26
2415,9600,protestant,kimbilio,pedagogie,FD,NORD-KIVU,1993-03-03,F,59.0,24
2416,10635,protestant,kimbilio,pedagogie,FD,NORD-KIVU,1995-03-28,H,51.0,22
2417,10669,protestant,kimbilio,commerciale informatique,FSTA,NORD-KIVU,1994-02-07,H,59.0,23
2418,10771,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1995-07-19,F,57.0,21
2419,10886,protestant,kimbilio,pedagogie,FD,NORD-KIVU,1994-06-10,F,60.0,23
2420,11389,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1996-04-26,F,59.0,21
2421,11479,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1996-06-13,F,51.0,21
2422,11592,protestant,kimbilio,commerciale informatique,FSEG,NORD-KIVU,1995-06-10,F,51.0,22
2423,11689,protestant,kimbilio,commmerciale et adm,FSEG,NORD-KIVU,1996-04-14,F,58.0,21
2424,12012,protestant,kimbilio,commerciale informatique,FD,NORD-KIVU,1996-04-19,F,54.0,21
2425,12033,protestant,kimbilio,pedagogie,FSDC,NORD-KIVU,1994-09-22,F,62.0,22
2426,12100,protestant,kimbilio,coupe couture,FSDC,NORD-KIVU,1996-04-24,F,51.0,21
2427,12105,protestant,kimbilio,pedagogie,FPSE,NORD-KIVU,1994-10-01,H,53.0,22
2428,12197,protestant,kimbilio,pedagogie,FD,NORD-KIVU,1996-09-22,F,58.0,20
2429,3894,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1987-07-04,H,51.0,30
2430,4214,privé,uhuru,math-physique,FSEG,NORD-KIVU,1989-05-02,H,51.0,28
2431,4415,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1991-04-24,H,56.0,26
2432,4605,privé,uhuru,pedagogie,FSTA,NORD-KIVU,1987-04-27,H,55.0,30
2433,4687,privé,uhuru,commmerciale et adm,FSDC,NORD-KIVU,1989-07-07,H,62.0,28
2434,4717,privé,uhuru,latin philo,FD,NORD-KIVU,1988-10-04,H,53.0,28
2435,4816,privé,uhuru,pedagogie,FSTA,NORD-KIVU,1989-07-05,H,55.0,28
2436,5743,privé,uhuru,math-physique,FSTA,NORD-KIVU,1991-04-15,H,60.0,26
2437,5778,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1989-11-15,H,59.0,27
2438,6134,privé,uhuru,pedagogie,FD,NORD-KIVU,1989-09-16,H,60.0,27
2439,6176,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1984-04-12,H,52.0,33
2440,6329,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,1991-01-19,H,57.0,26
2441,6362,privé,uhuru,latin philo,FD,NORD-KIVU,1991-08-10,H,52.0,25
2442,6393,privé,uhuru,latin philo,FD,NORD-KIVU,1992-11-17,F,53.0,24
2443,6468,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,1988-04-04,H,55.0,29
2444,6499,privé,uhuru,bio-chimie,FD,SUD-KIVU,1993-08-22,F,59.0,23
2445,6624,privé,uhuru,bio-chimie,FSTA,NORD-KIVU,1992-04-19,H,55.0,25
2446,6728,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1988-11-02,H,54.0,28
2447,6732,privé,uhuru,bio-chimie,FSDC,NORD-KIVU,1983-11-06,F,50.0,33
2448,7159,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1992-03-12,H,52.0,25
2449,7250,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1991-03-08,H,55.0,26
2450,7264,privé,uhuru,bio-chimie,FSEG,SUD-KIVU,1991-04-14,H,51.0,26
2451,7267,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1992-02-05,H,51.0,25
2452,7521,privé,uhuru,bio-chimie,FSTA,SUD-KIVU,1991-08-16,H,53.0,25
2453,7630,privé,uhuru,bio-chimie,FSTA,NORD-KIVU,1991-12-12,H,50.0,25
2454,8161,privé,uhuru,latin philo,FSDC,NORD-KIVU,1993-06-17,H,56.0,24
2455,8192,privé,uhuru,pedagogie,FSDC,NORD-KIVU,1992-08-28,F,58.0,24
2456,8241,privé,uhuru,bio-chimie,FD,SUD-KIVU,1994-02-20,F,59.0,23
2457,8413,privé,uhuru,commmerciale et adm,FD,NORD-KIVU,1993-03-28,F,50.0,24
2458,8426,privé,uhuru,commmerciale et adm,FD,NORD-KIVU,1991-05-03,F,57.0,26
2459,8475,privé,uhuru,pedagogie,FD,NORD-KIVU,1993-03-02,H,59.0,24
2460,8557,privé,uhuru,pedagogie,FSDC,NORD-KIVU,1988-07-03,F,52.0,29
2461,8610,privé,uhuru,math-physique,FSTA,NORD-KIVU,1994-07-14,F,63.0,22
2462,8640,privé,uhuru,math-physique,FSEG,NORD-KIVU,1991-01-09,H,57.0,26
2463,8651,privé,uhuru,bio-chimie,FSTA,NORD-KIVU,1991-09-27,H,64.0,25
2464,8652,privé,uhuru,math-physique,FSEG,SUD-KIVU,1993-01-10,H,52.0,24
2465,8671,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1992-09-09,H,62.0,24
2466,8676,privé,uhuru,latin philo,FT,NORD-KIVU,1993-03-10,H,58.0,24
2467,8724,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1990-06-27,H,59.0,27
2468,8741,privé,uhuru,commmerciale et adm,FSTA,NORD-KIVU,1989-03-24,H,62.0,28
2469,8933,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1991-10-10,F,51.0,25
2470,8990,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1992-07-21,F,52.0,24
2471,9005,privé,uhuru,sociale,FSEG,NORD-KIVU,1990-06-11,H,60.0,27
2472,9113,privé,uhuru,latin philo,FD,NORD-KIVU,1994-08-27,H,61.0,22
2473,9121,privé,uhuru,bio-chimie,FSDC,SUD-KIVU,1994-10-20,F,51.0,22
2474,9239,privé,uhuru,bio-chimie,FSTA,SUD-KIVU,1995-06-24,H,50.0,22
2475,9271,privé,uhuru,pedagogie,FSDC,SUD-KIVU,1993-10-15,H,55.0,23
2476,9297,privé,uhuru,latin philo,FD,NORD-KIVU,1996-05-03,H,61.0,21
2477,9350,privé,uhuru,bio-chimie,FSDC,SUD-KIVU,1992-02-17,H,59.0,25
2478,9373,privé,uhuru,commmerciale et adm,FD,SUD-KIVU,1991-12-01,H,58.0,25
2479,9524,privé,uhuru,bio-chimie,FSTA,SUD-KIVU,1996-02-10,F,54.0,21
2480,9657,privé,uhuru,bio-chimie,FSEG,NORD-KIVU,1991-11-24,H,52.0,25
2481,9718,privé,uhuru,math-physique,FSEG,NORD-KIVU,1994-11-05,F,52.0,22
2482,9781,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,1988-06-16,F,53.0,29
2483,9927,privé,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1995-07-26,H,61.0,21
2484,9990,privé,uhuru,pedagogie,FSDC,NORD-KIVU,1992-12-05,H,50.0,24
2485,10056,privé,uhuru,sociale,FD,NORD-KIVU,1996-03-03,H,50.0,21
2486,10059,privé,uhuru,commmerciale et adm,FSEG,SUD-KIVU,1991-05-03,F,52.0,26
2487,10490,privé,uhuru,bio-chimie,FSTA,SUD-KIVU,1996-10-22,H,55.0,20
2488,10668,privé,uhuru,bio-chimie,FM,SUD-KIVU,1995-09-16,H,59.0,21
2489,10811,privé,uhuru,sociale,FSDC,NORD-KIVU,1993-12-29,F,51.0,23
2490,10859,privé,uhuru,bio-chimie,FM,NORD-KIVU,1992-05-01,H,62.0,25
2491,11352,privé,uhuru,commmerciale et adm,FD,NORD-KIVU,1996-03-10,H,55.0,21
2492,11598,publique,uhuru,commmerciale et adm,FSEG,SUD-KIVU,1997-09-02,F,58.0,19
2493,11698,privé,uhuru,bio-chimie,FSTA,SUD-KIVU,1998-02-25,F,61.0,19
2494,11709,privé,uhuru,bio-chimie,FM,SUD-KIVU,1997-04-06,F,55.0,20
2495,11992,catholique,uhuru,pedagogie,FSTA,SUD-KIVU,1997-02-11,H,63.0,20
2496,12029,publique,uhuru,math-physique,FSTA,NORD-KIVU,1998-01-12,H,58.0,19
2497,12115,publique,uhuru,commmerciale et adm,FSEG,NORD-KIVU,1998-01-24,H,67.0,19
2498,12141,publique,uhuru,math-physique,FM,NORD-KIVU,1997-08-08,F,57.0,19
2499,12148,publique,uhuru,bio-chimie,FM,NORD-KIVU,1997-01-01,H,56.0,20
2500,12192,privé,uhuru,pedagogie,FSEG,NORD-KIVU,1995-07-30,F,56.0,21
2501,12193,privé,uhuru,sociale,FSEG,SUD-KIVU,1996-06-02,H,58.0,21
2502,4334,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,1990-12-29,F,52.0,26
2503,4853,privé,espoir1,pedagogie,FD,SUD-KIVU,1987-10-08,H,59.0,29
2504,6145,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,1991-04-02,H,51.0,26
2505,6151,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,1992-07-18,H,60.0,24
2506,7700,privé,espoir1,pedagogie,FSEG,SUD-KIVU,1993-07-06,H,77.0,24
2507,8849,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,1993-03-18,H,51.0,24
2508,8878,privé,espoir1,pedagogie,FSEG,SUD-KIVU,1992-09-09,F,58.0,24
2509,9075,privé,espoir1,pedagogie,FD,SUD-KIVU,1994-02-06,H,58.0,23
2510,9446,privé,espoir1,pedagogie,FSEG,SUD-KIVU,1993-05-12,H,59.0,24
2511,9605,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,1992-01-01,H,52.0,25
2512,10882,privé,espoir1,commmerciale et adm,FSEG,NORD-KIVU,1984-09-17,H,51.0,32
2513,11358,privé,espoir1,commmerciale et adm,FSEG,SUD-KIVU,1997-07-04,H,65.0,20
2514,4840,catholique,bahati,sociale,FD,NORD-KIVU,1988-03-09,H,58.0,29
2515,6408,catholique,bahati,pedagogie,FSDC,SUD-KIVU,1987-07-08,H,50.0,30
2516,8493,catholique,bahati,sociale,FSEG,SUD-KIVU,1990-12-28,H,52.0,26
2517,10649,catholique,bahati,sociale,FSTA,SUD-KIVU,1993-03-06,F,57.0,24
2518,11425,catholique,bahati,pedagogie,FSEG,NORD-KIVU,1992-12-01,H,52.0,24
2519,11794,privé,bahati,pedagogie,FD,SUD-KIVU,1996-12-25,H,55.0,20
2520,12125,catholique,bahati,sociale,FSEG,NORD-KIVU,1989-08-24,H,52.0,27
2521,3737,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,1989-09-17,H,50.0,27
2522,3815,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,1985-10-25,H,54.0,31
2523,3868,publique,de goma,pedagogie,FSEG,NORD-KIVU,1989-06-26,F,50.0,28
2524,4172,publique,de goma,bio-chimie,FSEG,NORD-KIVU,1983-10-14,F,53.0,33
2525,4381,publique,de goma,math-physique,FSTA,NORD-KIVU,1989-04-24,H,52.0,28
2526,4688,publique,de goma,bio-chimie,FSDC,NORD-KIVU,1988-08-24,H,52.0,28
2527,4744,publique,de goma,bio-chimie,FSDC,NORD-KIVU,1988-11-13,F,51.0,28
2528,4746,publique,de goma,bio-chimie,FSDC,NORD-KIVU,1988-12-19,F,53.0,28
2529,4945,publique,de goma,commmerciale et adm,FSDC,NORD-KIVU,1986-12-12,H,52.0,30
2530,4972,publique,de goma,math-physique,FSDC,NORD-KIVU,1989-11-24,H,51.0,27
2531,5035,publique,de goma,math-physique,FPSE,NORD-KIVU,1987-09-26,F,50.0,29
2532,5658,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,1989-10-14,H,50.0,27
2533,5668,publique,de goma,bio-chimie,FSDC,NORD-KIVU,1990-01-22,H,52.0,27
2534,6184,publique,de goma,bio-chimie,FSEG,NORD-KIVU,1989-10-27,H,51.0,27
2535,6195,publique,de goma,math-physique,FSTA,NORD-KIVU,1990-09-25,H,55.0,26
2536,6486,publique,de goma,commmerciale et adm,FSEG,NORD-KIVU,1989-02-18,H,55.0,28
2537,6644,publique,de goma,pedagogie,FSEG,NORD-KIVU,1989-04-27,H,53.0,28
2538,7286,publique,de goma,pedagogie,FSEG,inconnu,1993-09-05,H,65.0,23
2539,7601,publique,de goma,math-physique,FSTA,NORD-KIVU,1987-11-03,H,60.0,29
